DATE_TIME,AMBIENT_TEMPERATURE,IRRADIATION,HOUR,MINUTE,DAY_OF_WEEK,IS_DAYLIGHT,MODULE_TEMPERATURE,DC_POWER,AC_POWER
2025-06-28 18:45:00,29.400000000000002,0.0105,18,45,5,1,27.919076919555664,137.45309448242188,135.71780395507812
2025-06-28 19:00:00,29.1,0.004,19,0,5,0,27.79693031311035,18.947216033935547,9.993106842041016
2025-06-28 19:15:00,28.85,0.003,19,15,5,0,27.186386108398438,15.539034843444824,11.37199592590332
2025-06-28 19:30:00,28.6,0.002,19,30,5,0,26.7739315032959,0.0,0.9079787731170654
2025-06-28 19:45:00,28.35,0.001,19,45,5,0,26.41495132446289,0.0,0.3573414981365204
2025-06-28 20:00:00,28.1,0.0,20,0,5,0,26.199596405029297,3.0348002910614014,0.4013286530971527
2025-06-28 20:15:00,27.975,0.0,20,15,5,0,26.199596405029297,2.6406328678131104,0.4013286530971527
2025-06-28 20:30:00,27.85,0.0,20,30,5,0,26.175539016723633,2.6406328678131104,0.4268006980419159
2025-06-28 20:45:00,27.725,0.0,20,45,5,0,25.999984741210938,2.6406328678131104,0.2637903690338135
2025-06-28 21:00:00,27.6,0.0,21,0,5,0,26.05561637878418,3.0348002910614014,0.2637903690338135
2025-06-28 21:15:00,27.5,0.0,21,15,5,0,25.811779022216797,2.6406328678131104,0.2637903690338135
2025-06-28 21:30:00,27.4,0.0,21,30,5,0,25.811779022216797,2.6406328678131104,0.2637903690338135
2025-06-28 21:45:00,27.3,0.0,21,45,5,0,25.481548309326172,2.204131841659546,0.2637903690338135
2025-06-28 22:00:00,27.2,0.0,22,0,5,0,25.474056243896484,2.598299264907837,0.2637903690338135
2025-06-28 22:15:00,27.1,0.0,22,15,5,0,25.474056243896484,2.233537435531616,0.2637903690338135
2025-06-28 22:30:00,27.0,0.0,22,30,5,0,25.255874633789062,2.233537435531616,0.16043731570243835
2025-06-28 22:45:00,26.9,0.0,22,45,5,0,24.9677791595459,2.233537435531616,0.16043731570243835
2025-06-28 23:00:00,26.8,0.0,23,0,5,0,24.9677791595459,2.6277048587799072,0.16043731570243835
2025-06-28 23:15:00,26.625,0.0,23,15,5,0,24.80612564086914,2.233537435531616,0.16043731570243835
2025-06-28 23:30:00,26.450000000000003,0.0,23,30,5,0,24.52159309387207,2.233537435531616,0.16043731570243835
2025-06-28 23:45:00,26.275000000000002,0.0,23,45,5,0,24.140850067138672,2.233537435531616,0.16043731570243835
2025-06-29 00:00:00,26.1,0.0,0,0,6,0,24.127504348754883,0.0,0.16043731570243835
2025-06-29 00:15:00,25.950000000000003,0.0,0,15,6,0,23.845216751098633,0.0,0.15671619772911072
2025-06-29 00:30:00,25.8,0.0,0,30,6,0,23.773210525512695,0.0,0.15671619772911072
2025-06-29 00:45:00,25.65,0.0,0,45,6,0,23.773210525512695,0.0,0.15671619772911072
2025-06-29 01:00:00,25.5,0.0,1,0,6,0,23.621915817260742,0.0,0.15671619772911072
2025-06-29 01:15:00,25.35,0.0,1,15,6,0,23.621915817260742,0.0,0.15671619772911072
2025-06-29 01:30:00,25.2,0.0,1,30,6,0,23.621915817260742,0.0,0.15671619772911072
2025-06-29 01:45:00,25.049999999999997,0.0,1,45,6,0,23.181180953979492,0.8367596864700317,0.12781170010566711
2025-06-29 02:00:00,24.9,0.0,2,0,6,0,23.078441619873047,0.45565512776374817,0.12781170010566711
2025-06-29 02:15:00,24.775,0.0,2,15,6,0,22.59493637084961,0.8367596864700317,0.12781170010566711
2025-06-29 02:30:00,24.65,0.0,2,30,6,0,22.646484375,0.8367596864700317,0.12781170010566711
2025-06-29 02:45:00,24.525,0.0,2,45,6,0,22.465974807739258,0.8367596864700317,0.12781170010566711
2025-06-29 03:00:00,24.4,0.0,3,0,6,0,22.465974807739258,0.45565512776374817,0.12781170010566711
2025-06-29 03:15:00,24.325,0.0,3,15,6,0,22.465974807739258,0.8367596864700317,0.12781170010566711
2025-06-29 03:30:00,24.25,0.0,3,30,6,0,22.102298736572266,0.8367596864700317,0.12781170010566711
2025-06-29 03:45:00,24.175,0.0,3,45,6,0,22.102298736572266,0.8367596864700317,0.12781170010566711
2025-06-29 04:00:00,24.1,0.0,4,0,6,0,21.956689834594727,0.45565512776374817,0.12781170010566711
